time,epoch,step,loss,rest,state,clean,lr,peak_gb
1784368580.6209564,112,184700,0.014797703363001347,0.014797703363001347,0.0,0.0,0.00013669787916496722,20.501578330993652
1784368598.2673678,112,184750,0.01129230298101902,0.01129230298101902,0.0,0.0,0.00013669787916496722,20.501578330993652
1784368615.9155898,112,184800,0.011650766246020794,0.011650766246020794,0.0,0.0,0.00013669787916496722,20.501578330993652
1784368635.054292,113,184850,0.013600066304206848,0.013600066304206848,0.0,0.0,0.0001355490833300318,20.501578330993652
1784368652.68883,113,184900,0.009500901214778423,0.009500901214778423,0.0,0.0,0.0001355490833300318,20.501578330993652
1784368670.332067,113,184950,0.012081350199878216,0.012081350199878216,0.0,0.0,0.0001355490833300318,20.501578330993652
1784368687.9737053,113,185000,0.011315137147903442,0.011315137147903442,0.0,0.0,0.0001355490833300318,20.501578330993652
1784368705.9751713,113,185050,0.011935500428080559,0.011935500428080559,0.0,0.0,0.0001355490833300318,20.501578330993652
1784368723.6056871,113,185100,0.013069036416709423,0.013069036416709423,0.0,0.0,0.0001355490833300318,20.501578330993652
1784368741.243823,113,185150,0.011827727779746056,0.011827727779746056,0.0,0.0,0.0001355490833300318,20.501578330993652
1784368758.881049,113,185200,0.013623048551380634,0.013623048551380634,0.0,0.0,0.0001355490833300318,20.501578330993652
1784368776.5128953,113,185250,0.013437367044389248,0.013437367044389248,0.0,0.0,0.0001355490833300318,20.501578330993652
1784368794.1396518,113,185300,0.01048425305634737,0.01048425305634737,0.0,0.0,0.0001355490833300318,20.501578330993652
1784368811.7559235,113,185350,0.012632090598344803,0.012632090598344803,0.0,0.0,0.0001355490833300318,20.501578330993652
1784368829.380974,113,185400,0.010571569204330444,0.010571569204330444,0.0,0.0,0.0001355490833300318,20.501578330993652
1784368847.0238333,113,185450,0.012569904327392578,0.012569904327392578,0.0,0.0,0.0001355490833300318,20.501578330993652
1784368864.6780763,113,185500,0.011962313205003738,0.011962313205003738,0.0,0.0,0.0001355490833300318,20.501578330993652
1784368882.3058898,113,185550,0.012909703887999058,0.012909703887999058,0.0,0.0,0.0001355490833300318,20.501578330993652
1784368899.9419105,113,185600,0.013472612015902996,0.013472612015902996,0.0,0.0,0.0001355490833300318,20.501578330993652
1784368917.5692918,113,185650,0.011179926805198193,0.011179926805198193,0.0,0.0,0.0001355490833300318,20.501578330993652
1784368935.4979603,113,185700,0.01302832830697298,0.01302832830697298,0.0,0.0,0.0001355490833300318,20.501578330993652
1784368953.125489,113,185750,0.009579592384397984,0.009579592384397984,0.0,0.0,0.0001355490833300318,20.501578330993652
1784368970.7538846,113,185800,0.012643681839108467,0.012643681839108467,0.0,0.0,0.0001355490833300318,20.501578330993652
1784368988.3770633,113,185850,0.013304122723639011,0.013304122723639011,0.0,0.0,0.0001355490833300318,20.501578330993652
1784369006.0191588,113,185900,0.011326855979859829,0.011326855979859829,0.0,0.0,0.0001355490833300318,20.501578330993652
1784369023.9342484,113,185950,0.015233514830470085,0.015233514830470085,0.0,0.0,0.0001355490833300318,20.501578330993652
1784369043.3481321,114,186000,0.01220069732517004,0.01220069732517004,0.0,0.0,0.00013439489186339282,20.501578330993652
1784369061.3211644,114,186050,0.01416109036654234,0.01416109036654234,0.0,0.0,0.00013439489186339282,20.501578330993652
1784369078.9450886,114,186100,0.0144047187641263,0.0144047187641263,0.0,0.0,0.00013439489186339282,20.501578330993652
1784369096.5550325,114,186150,0.009112956002354622,0.009112956002354622,0.0,0.0,0.00013439489186339282,20.501578330993652
1784369114.1555185,114,186200,0.013447077944874763,0.013447077944874763,0.0,0.0,0.00013439489186339282,20.501578330993652
1784369131.7569695,114,186250,0.010246189311146736,0.010246189311146736,0.0,0.0,0.00013439489186339282,20.501578330993652
1784369149.3678062,114,186300,0.01052542869001627,0.01052542869001627,0.0,0.0,0.00013439489186339282,20.501578330993652
1784369166.9758341,114,186350,0.010554603300988674,0.010554603300988674,0.0,0.0,0.00013439489186339282,20.501578330993652
1784369184.5753448,114,186400,0.013240750879049301,0.013240750879049301,0.0,0.0,0.00013439489186339282,20.501578330993652
1784369202.2074711,114,186450,0.01389595028012991,0.01389595028012991,0.0,0.0,0.00013439489186339282,20.501578330993652
1784369219.8208091,114,186500,0.012088868767023087,0.012088868767023087,0.0,0.0,0.00013439489186339282,20.501578330993652
1784369237.449028,114,186550,0.011858678422868252,0.011858678422868252,0.0,0.0,0.00013439489186339282,20.501578330993652
1784369255.0741467,114,186600,0.014336802065372467,0.014336802065372467,0.0,0.0,0.00013439489186339282,20.501578330993652
1784369272.7113116,114,186650,0.012691587209701538,0.012691587209701538,0.0,0.0,0.00013439489186339282,20.501578330993652
1784369290.3412194,114,186700,0.01726488769054413,0.01726488769054413,0.0,0.0,0.00013439489186339282,20.501578330993652
1784369307.9689167,114,186750,0.01315333228558302,0.01315333228558302,0.0,0.0,0.00013439489186339282,20.501578330993652
1784369325.8443253,114,186800,0.011537162587046623,0.011537162587046623,0.0,0.0,0.00013439489186339282,20.501578330993652
1784369343.4808164,114,186850,0.010592708364129066,0.010592708364129066,0.0,0.0,0.00013439489186339282,20.501578330993652
1784369361.1362696,114,186900,0.010523654520511627,0.010523654520511627,0.0,0.0,0.00013439489186339282,20.501578330993652
1784369378.7914815,114,186950,0.00967802107334137,0.00967802107334137,0.0,0.0,0.00013439489186339282,20.501578330993652
1784369396.441239,114,187000,0.012066786177456379,0.012066786177456379,0.0,0.0,0.00013439489186339282,20.501578330993652
1784369414.421326,114,187050,0.014017023146152496,0.014017023146152496,0.0,0.0,0.00013439489186339282,20.501578330993652
1784369432.0507357,114,187100,0.012691481038928032,0.012691481038928032,0.0,0.0,0.00013439489186339282,20.501578330993652
1784369478.6566567,115,187150,0.01128060556948185,0.01128060556948185,0.0,0.0,0.00013323547994796597,20.501578330993652
1784369496.5218039,115,187200,0.010319681838154793,0.010319681838154793,0.0,0.0,0.00013323547994796597,20.501578330993652
