task,name,psnr,ssim
dehaze,0070_0.9_0.12,30.775849054914758,0.9888336062431335
dehaze,0071_0.8_0.2,30.497601234409167,0.9841869473457336
dehaze,0072_0.9_0.2,29.5859697580023,0.9797122478485107
dehaze,0073_0.8_0.16,34.68248117188705,0.9604048132896423
dehaze,0074_0.8_0.2,33.137809049054674,0.9619512557983398
dehaze,0075_0.8_0.2,25.64640613630654,0.9773829579353333
dehaze,0076_0.8_0.2,24.024240385742264,0.9658830165863037
dehaze,0076_1_0.16,23.995307897438714,0.9665217399597168
dehaze,0077_0.8_0.2,32.49356983642903,0.9750064015388489
dehaze,0079_0.8_0.12,31.205064788242574,0.9908847212791443
dehaze,0081_0.8_0.2,21.664035622442803,0.9720156192779541
dehaze,0082_0.85_0.16,33.38446350265925,0.9885217547416687
dehaze,0083_0.85_0.12,30.1059557144063,0.9883432984352112
dehaze,0084_0.95_0.16,34.09022840927416,0.9869697690010071
dehaze,0085_0.95_0.08,36.24177680537406,0.9864895939826965
dehaze,0086_0.8_0.2,34.44421433791359,0.9771801829338074
dehaze,0086_0.95_0.12,36.13206933883785,0.9828565716743469
dehaze,0087_0.9_0.16,32.81515160270701,0.9864396452903748
dehaze,0088_0.9_0.12,33.40017189310005,0.9897913336753845
dehaze,0089_0.9_0.2,27.876273035016833,0.9733497500419617
dehaze,0090_0.85_0.12,30.456323555959397,0.990942656993866
dehaze,0091_0.85_0.2,22.1805700833282,0.9614474773406982
dehaze,0092_0.85_0.2,31.013504838569148,0.9835464954376221
dehaze,0093_0.8_0.08,18.120756837215826,0.9284858703613281
dehaze,0094_0.8_0.2,26.640955548119365,0.9777420163154602
dehaze,0095_0.8_0.08,30.04022023441466,0.9869552254676819
dehaze,0096_0.8_0.2,35.15285579809834,0.9897919297218323
dehaze,0097_0.85_0.08,33.982170423418204,0.9933576583862305
dehaze,0098_0.85_0.2,30.830156052180264,0.9838373064994812
dehaze,0099_0.9_0.16,32.14574661399866,0.98659747838974
dehaze,0100_0.9_0.12,23.716074299409854,0.9647600650787354
dehaze,0101_0.9_0.08,38.508761979355896,0.9922991394996643
dehaze,0102_0.85_0.12,30.377783137702792,0.9838917851448059
dehaze,0104_0.95_0.12,29.522111939898004,0.980069637298584
dehaze,0105_0.95_0.2,23.756994660911744,0.9590039253234863
dehaze,0106_0.9_0.08,20.236143196319016,0.9537131190299988
dehaze,0107_0.9_0.08,29.00495132245544,0.9906153678894043
dehaze,0108_0.8_0.16,33.81138077652063,0.970535933971405
dehaze,0108_1_0.2,28.44413698030593,0.949308454990387
dehaze,0109_0.85_0.08,30.070978404846326,0.989509105682373
dehaze,0110_0.8_0.12,34.449752712517096,0.9909501671791077
dehaze,0111_0.8_0.2,34.01088880516562,0.9810738563537598
dehaze,0112_0.8_0.2,20.817050468623822,0.9662367701530457
dehaze,0113_0.9_0.08,40.638569580823386,0.9889617562294006
dehaze,0115_0.8_0.12,31.484750945464484,0.9864900708198547
dehaze,0116_0.9_0.16,28.44303501371559,0.9821548461914062
dehaze,0117_0.9_0.12,26.087024428392876,0.9842212200164795
dehaze,0118_0.9_0.2,25.347905194188428,0.9649733901023865
dehaze,0119_0.85_0.12,29.36739505760441,0.9862666726112366
dehaze,0120_0.85_0.08,31.46577313295074,0.9891346096992493
dehaze,0121_0.85_0.2,34.31105943754462,0.9865103363990784
dehaze,0123_1_0.08,38.61879123145499,0.9886086583137512
dehaze,0125_0.8_0.12,26.74272778178331,0.9848776459693909
dehaze,0126_0.8_0.2,30.42307138371616,0.9847490787506104
dehaze,0127_0.8_0.2,23.400473493717055,0.9784274101257324
dehaze,0129_0.8_0.16,36.33284237473723,0.9907109141349792
dehaze,0131_0.95_0.08,26.26873425587954,0.9772720336914062
dehaze,0132_1_0.08,26.68292440384851,0.9820972084999084
dehaze,0133_1_0.2,25.12459470219618,0.9569454193115234
dehaze,0134_0.95_0.16,29.733333666308003,0.9675214290618896
dehaze,0135_0.95_0.12,26.71698607468185,0.9656837582588196
dehaze,0137_0.8_0.2,28.717332830123162,0.9806365966796875
dehaze,0138_0.9_0.08,34.87859720940418,0.9849905371665955
dehaze,0139_0.85_0.12,31.722119060043585,0.9834875464439392
dehaze,0140_0.95_0.12,31.47807364016995,0.9855902791023254
dehaze,0141_0.95_0.12,33.06437570267116,0.9855623245239258
dehaze,0142_0.95_0.08,34.65807523267443,0.9904658198356628
dehaze,0143_1_0.2,28.9539127115213,0.9646421074867249
dehaze,0145_0.8_0.12,18.45732820745893,0.9055456519126892
dehaze,0146_0.8_0.2,25.63540944754187,0.9597927927970886
dehaze,0147_1_0.16,32.034164237700246,0.9797346591949463
dehaze,0148_0.9_0.12,32.93458931078373,0.9507879614830017
dehaze,0149_0.9_0.08,36.55990125087215,0.9860429763793945
dehaze,0150_0.8_0.16,17.281701190656605,0.9174923896789551
dehaze,0151_0.8_0.08,26.90624895143801,0.9822930693626404
dehaze,0152_0.8_0.2,23.727751896757006,0.9678866863250732
dehaze,0153_0.8_0.08,30.548903057165447,0.9779603481292725
dehaze,0154_0.8_0.2,23.23631462992615,0.9668620228767395
dehaze,0155_1_0.08,29.524529305466352,0.9890556335449219
dehaze,0157_0.8_0.08,31.947832569441296,0.9908682703971863
dehaze,0158_0.8_0.2,23.34775851565583,0.9607756733894348
dehaze,0160_0.9_0.2,16.889754131342528,0.8511199951171875
dehaze,0161_0.85_0.08,18.196837997244536,0.9150366187095642
dehaze,0162_0.95_0.12,20.738411840965078,0.9487423896789551
dehaze,0163_0.95_0.08,29.901328218331898,0.9900358319282532
dehaze,0164_0.9_0.2,29.74425240287271,0.9777882695198059
dehaze,0165_0.9_0.2,28.084993198545174,0.97037273645401
dehaze,0166_0.8_0.16,24.258324036480538,0.9685681462287903
dehaze,0167_0.8_0.12,25.35270104089645,0.9729055762290955
dehaze,0168_0.9_0.16,26.673301934981342,0.9650714993476868
dehaze,0169_0.9_0.12,35.32601207689166,0.9825863838195801
dehaze,0170_0.8_0.2,25.809198534187278,0.9687061309814453
dehaze,0171_0.85_0.12,35.43487273495664,0.9887089133262634
dehaze,0172_0.85_0.08,39.04293712649478,0.9938366413116455
dehaze,0174_0.95_0.08,33.11171196794029,0.9924941658973694
dehaze,0175_0.85_0.16,34.20435908813693,0.986109733581543
dehaze,0176_1_0.08,37.19217348915473,0.9897449612617493
dehaze,0178_0.8_0.12,32.9279331753522,0.9889791011810303
dehaze,0179_0.8_0.2,33.152227350188895,0.9848792552947998
dehaze,0180_0.85_0.16,31.677081731513677,0.9899498820304871
dehaze,0181_0.9_0.08,35.79226818469906,0.9927909970283508
dehaze,0182_0.8_0.16,25.382630140451287,0.9728559851646423
dehaze,0183_0.8_0.16,36.70949635920049,0.9858755469322205
dehaze,0184_0.95_0.12,33.42068503102097,0.99345463514328
dehaze,0185_1_0.16,23.180730358377343,0.9518723487854004
dehaze,0187_0.9_0.2,31.606603194228242,0.9864701628684998
dehaze,0188_0.85_0.08,27.44565099395206,0.9844799041748047
dehaze,0189_0.85_0.2,33.794093047987374,0.9722558856010437
dehaze,0191_1_0.08,36.62893838590583,0.9899459481239319
dehaze,0194_1_0.2,31.175575756502823,0.9563627243041992
dehaze,0195_1_0.08,33.744848108668265,0.9876747727394104
dehaze,0196_0.9_0.2,33.85994000622516,0.9854558110237122
dehaze,0197_0.8_0.16,37.313083776232595,0.9877660274505615
dehaze,0198_0.95_0.12,30.505047016097855,0.9785645604133606
dehaze,0199_1_0.16,33.59908792937999,0.9874486923217773
dehaze,0200_1_0.12,33.737545845662254,0.9846809506416321
dehaze,0201_1_0.08,38.093531549721725,0.9856954216957092
dehaze,0202_0.85_0.12,33.86618845415087,0.9862099289894104
dehaze,0204_0.8_0.08,31.960209110715716,0.991916835308075
dehaze,0205_1_0.16,30.539085821952323,0.981193482875824
dehaze,0206_1_0.12,31.186461195514973,0.988396942615509
dehaze,0207_1_0.08,32.760504827504946,0.987529456615448
dehaze,0208_0.8_0.16,34.18547741655371,0.9920818209648132
dehaze,0209_0.85_0.08,31.60210759904036,0.9837353825569153
dehaze,0210_0.85_0.2,30.62346704426337,0.9842662215232849
dehaze,0212_0.9_0.2,29.2972116065408,0.9850020408630371
dehaze,0213_1_0.2,29.761768195138355,0.9536151885986328
dehaze,0215_0.8_0.08,34.46088741137774,0.9762926697731018
dehaze,0216_1_0.12,25.060779066324468,0.979108989238739
dehaze,0217_1_0.2,35.14416389712673,0.9875543117523193
dehaze,0218_0.9_0.2,30.483572311030564,0.9871129989624023
dehaze,0219_0.85_0.08,23.57246331237269,0.9739223122596741
dehaze,0220_0.85_0.2,19.896117043821985,0.9470247626304626
dehaze,0222_0.85_0.16,27.480415872713415,0.980035126209259
dehaze,0223_0.95_0.16,26.26904089406038,0.9797460436820984
dehaze,0225_0.8_0.2,28.54332270185393,0.9768481850624084
dehaze,0226_0.8_0.2,21.24258370699632,0.9706540107727051
dehaze,0228_1_0.2,29.565188101416368,0.9714751839637756
dehaze,0230_0.9_0.16,17.61674822921441,0.8852537274360657
dehaze,0233_0.8_0.12,29.908548461867994,0.9920096397399902
dehaze,0235_0.9_0.08,29.926300562898348,0.9770899415016174
dehaze,0237_0.8_0.12,29.873012015680263,0.986262321472168
dehaze,0238_0.8_0.2,30.59093772642713,0.9805374145507812
dehaze,0239_0.8_0.2,20.195523395983372,0.9567787647247314
dehaze,0240_1_0.08,32.534658425791825,0.986242949962616
dehaze,0242_0.8_0.12,26.334491958350487,0.9819681644439697
dehaze,0243_0.8_0.08,22.157965518537395,0.9440978169441223
dehaze,0244_0.9_0.12,34.880487391495905,0.9874503016471863
dehaze,0245_1_0.2,28.61008306176844,0.9778911471366882
dehaze,0246_0.85_0.12,32.57726366029668,0.9792278409004211
dehaze,0248_0.8_0.08,31.36881482655774,0.9666642546653748
dehaze,0249_1_0.12,32.473883504710855,0.9838929176330566
